Date,Product,Category,Quantity,Unit Price,city,store
2024-09-10,Mouse,Electronics,42,400,Chennai,StoreD
2024-08-14,Monitor,Electronics,35,800,Mumbai,StoreD
2025-03-31,Pen,Stationery,56,15,Kolkata,StoreB
2024-12-03,Laptop,Electronics,54,450,Mumbai,StoreE
2025-07-18,Mouse,Electronics,32,400,Delhi,StoreB
2025-04-15,Mouse,Electronics,8,400,Lucknow,StoreE
2024-09-11,Keyboard,Electronics,35,80,Bangalore,StoreD
2025-01-29,Mouse,Electronics,42,400,Bangalore,StoreB
2025-04-21,Monitor,Electronics,13,800,Jaipur,StoreA
2024-01-22,Desk,Furniture,38,500,Pune,StoreB
2024-09-14,Notebook,Stationery,35,20,Lucknow,StoreB
2024-12-23,Pen,Stationery,20,15,Mumbai,StoreB
2025-06-05,Table,Furniture,55,300,Ahmedabad,StoreD
2025-07-24,Pencil,Stationery,44,5,Chennai,StoreC
2025-04-30,Monitor,Electronics,54,800,Kolkata,StoreA
2025-07-26,Laptop,Electronics,9,450,Delhi,StoreB
2025-04-21,Table,Furniture,10,300,Bangalore,StoreE
2024-11-03,Chair,Furniture,35,150,Pune,StoreD
2025-04-08,Notebook,Stationery,18,20,Ahmedabad,StoreC
2024-08-05,Table,Furniture,37,300,Delhi,StoreD
2024-05-07,Chair,Furniture,24,150,Bangalore,StoreE
2024-01-06,Table,Furniture,38,300,Hyderabad,StoreD
2024-07-21,Pencil,Stationery,57,5,Hyderabad,StoreD
2024-09-25,Mouse,Electronics,56,400,Delhi,StoreC
2025-07-11,Mouse,Electronics,34,400,Bangalore,StoreD
2024-07-24,Keyboard,Electronics,58,80,Chennai,StoreD
2025-08-15,Chair,Furniture,25,150,Chennai,StoreD
2024-07-10,Notebook,Stationery,16,20,Mumbai,StoreA
2024-03-16,Table,Furniture,5,300,Jaipur,StoreA
2024-01-20,Printer,Electronics,59,1200,Pune,StoreA
2025-01-31,Table,Furniture,2,300,Mumbai,StoreD
2024-10-17,Table,Furniture,19,300,Ahmedabad,StoreA
2024-07-10,Keyboard,Electronics,14,80,Chennai,StoreA
2024-02-18,Desk,Furniture,1,500,Bangalore,StoreA
2024-07-30,Notebook,Stationery,30,20,Jaipur,StoreD
2025-02-14,Pen,Stationery,30,15,Delhi,StoreE
2024-07-02,Monitor,Electronics,50,800,Lucknow,StoreD
2025-12-12,Monitor,Electronics,8,800,Delhi,StoreD
2024-10-21,Keyboard,Electronics,37,80,Pune,StoreC
2025-10-21,Pen,Stationery,24,15,Bangalore,StoreA
2025-07-09,Mouse,Electronics,27,400,Mumbai,StoreB
2024-04-19,Table,Furniture,50,300,Kolkata,StoreC
2024-05-01,Chair,Furniture,41,150,Chennai,StoreB
2024-10-04,Printer,Electronics,27,1200,Pune,StoreD
2024-03-03,Notebook,Stationery,57,20,Kolkata,StoreA
2025-03-25,Pen,Stationery,26,15,Jaipur,StoreE
2024-05-21,Desk,Furniture,46,500,Chennai,StoreC
2025-07-07,Chair,Furniture,22,150,Kolkata,StoreA
2024-08-04,Pencil,Stationery,47,5,Chennai,StoreA
2025-06-03,Printer,Electronics,11,1200,Lucknow,StoreC
2025-05-06,Monitor,Electronics,9,800,Delhi,StoreD
2024-07-07,Pen,Stationery,34,15,Delhi,StoreB
2024-04-28,Keyboard,Electronics,21,80,Chennai,StoreD
2025-01-28,Printer,Electronics,1,1200,Chennai,StoreC
2025-09-28,Keyboard,Electronics,25,80,Jaipur,StoreE
2024-05-10,Table,Furniture,13,300,Bangalore,StoreB
2024-10-07,Pencil,Stationery,5,5,Hyderabad,StoreA
2025-01-24,Laptop,Electronics,10,450,Lucknow,StoreD
2024-01-23,Desk,Furniture,12,500,Lucknow,StoreA
2025-07-03,Laptop,Electronics,36,450,Jaipur,StoreE
2024-07-21,Chair,Furniture,33,150,Chennai,StoreE
2025-07-10,Monitor,Electronics,27,800,Chennai,StoreA
2024-09-10,Desk,Furniture,54,500,Delhi,StoreB
2024-02-05,Pen,Stationery,47,15,Ahmedabad,StoreA
2024-04-16,Pencil,Stationery,31,5,Jaipur,StoreC
2025-04-19,Monitor,Electronics,26,800,Hyderabad,StoreD
2025-06-02,Desk,Furniture,31,500,Chennai,StoreD
2025-03-11,Chair,Furniture,4,150,Kolkata,StoreD
2025-03-24,Desk,Furniture,60,500,Chennai,StoreB
2024-02-05,Laptop,Electronics,4,450,Bangalore,StoreA
2025-12-22,Desk,Furniture,13,500,Hyderabad,StoreC
2024-02-20,Notebook,Stationery,48,20,Jaipur,StoreD
2025-05-05,Mouse,Electronics,13,400,Pune,StoreD
2024-08-05,Desk,Furniture,5,500,Ahmedabad,StoreC
2025-02-26,Mouse,Electronics,7,400,Ahmedabad,StoreD
2025-11-22,Table,Furniture,35,300,Ahmedabad,StoreC
2024-05-15,Mouse,Electronics,4,400,Pune,StoreB
2025-05-04,Chair,Furniture,32,150,Hyderabad,StoreA
2025-11-25,Notebook,Stationery,56,20,Hyderabad,StoreC
2024-11-07,Notebook,Stationery,33,20,Delhi,StoreB
2025-08-08,Pen,Stationery,20,15,Delhi,StoreA
2025-12-24,Table,Furniture,11,300,Jaipur,StoreA
2024-12-17,Keyboard,Electronics,3,80,Mumbai,StoreB
2025-05-01,Desk,Furniture,56,500,Pune,StoreE
2024-02-25,Pen,Stationery,20,15,Mumbai,StoreA
2025-08-20,Printer,Electronics,39,1200,Lucknow,StoreA
2025-04-06,Mouse,Electronics,5,400,Bangalore,StoreC
2024-11-24,Pen,Stationery,24,15,Pune,StoreB
2025-04-09,Keyboard,Electronics,12,80,Jaipur,StoreE
2024-07-09,Desk,Furniture,10,500,Mumbai,StoreC
2024-01-02,Mouse,Electronics,57,400,Lucknow,StoreE
2025-11-25,Mouse,Electronics,1,400,Chennai,StoreD
2024-10-24,Laptop,Electronics,43,450,Kolkata,StoreC
2024-03-23,Laptop,Electronics,8,450,Kolkata,StoreC
2025-11-26,Mouse,Electronics,3,400,Lucknow,StoreB
2024-03-13,Mouse,Electronics,40,400,Lucknow,StoreD
2024-08-17,Pencil,Stationery,32,5,Kolkata,StoreE
2024-11-26,Monitor,Electronics,51,800,Delhi,StoreA
2025-09-13,Chair,Furniture,12,150,Chennai,StoreD
2024-01-04,Table,Furniture,35,300,Delhi,StoreB
2025-09-11,Pencil,Stationery,14,5,Pune,StoreB
2025-03-28,Notebook,Stationery,22,20,Mumbai,StoreE
2025-02-08,Keyboard,Electronics,57,80,Pune,StoreA
2025-01-15,Pencil,Stationery,36,5,Mumbai,StoreC
2024-01-19,Mouse,Electronics,26,400,Hyderabad,StoreE
2025-11-01,Pencil,Stationery,13,5,Hyderabad,StoreB
2024-10-27,Pen,Stationery,4,15,Hyderabad,StoreD
2024-03-20,Keyboard,Electronics,12,80,Chennai,StoreD
2025-03-25,Monitor,Electronics,45,800,Pune,StoreD
2025-09-26,Mouse,Electronics,2,400,Hyderabad,StoreB
2025-09-25,Pen,Stationery,24,15,Jaipur,StoreB
2024-07-24,Mouse,Electronics,3,400,Mumbai,StoreE
2024-05-12,Monitor,Electronics,25,800,Jaipur,StoreA
2025-12-26,Monitor,Electronics,39,800,Chennai,StoreB
2025-03-30,Keyboard,Electronics,47,80,Kolkata,StoreD
2024-02-24,Keyboard,Electronics,56,80,Hyderabad,StoreC
2025-02-25,Desk,Furniture,20,500,Pune,StoreD
2024-08-08,Keyboard,Electronics,2,80,Ahmedabad,StoreE
2024-03-14,Pen,Stationery,38,15,Chennai,StoreA
2024-10-24,Printer,Electronics,41,1200,Ahmedabad,StoreD
2025-08-10,Printer,Electronics,33,1200,Hyderabad,StoreD
2025-11-29,Laptop,Electronics,9,450,Chennai,StoreA
2025-01-23,Table,Furniture,35,300,Ahmedabad,StoreD
2024-12-29,Keyboard,Electronics,5,80,Jaipur,StoreA
2025-01-23,Chair,Furniture,6,150,Lucknow,StoreD
2024-08-24,Mouse,Electronics,40,400,Bangalore,StoreA
2024-06-01,Monitor,Electronics,29,800,Bangalore,StoreE
2024-03-15,Laptop,Electronics,54,450,Lucknow,StoreD
2024-10-27,Monitor,Electronics,11,800,Jaipur,StoreD
2024-12-14,Pen,Stationery,26,15,Hyderabad,StoreB
2025-01-26,Desk,Furniture,10,500,Mumbai,StoreB
2024-02-20,Notebook,Stationery,59,20,Chennai,StoreA
2025-05-13,Monitor,Electronics,31,800,Kolkata,StoreD
2025-01-09,Printer,Electronics,14,1200,Bangalore,StoreB
2024-03-09,Chair,Furniture,41,150,Delhi,StoreA
2024-11-08,Pen,Stationery,60,15,Chennai,StoreE
2025-07-13,Laptop,Electronics,43,450,Hyderabad,StoreA
2024-11-26,Table,Furniture,57,300,Ahmedabad,StoreA
2025-01-01,Table,Furniture,46,300,Kolkata,StoreE
2025-07-18,Keyboard,Electronics,29,80,Delhi,StoreA
2024-06-01,Printer,Electronics,37,1200,Chennai,StoreD
2025-02-13,Chair,Furniture,58,150,Hyderabad,StoreB
2025-01-16,Table,Furniture,21,300,Mumbai,StoreE
2025-02-18,Laptop,Electronics,9,450,Delhi,StoreD
2024-07-14,Mouse,Electronics,41,400,Lucknow,StoreD
2024-11-15,Printer,Electronics,35,1200,Kolkata,StoreD
2025-09-12,Printer,Electronics,57,1200,Kolkata,StoreB
2024-11-18,Mouse,Electronics,39,400,Mumbai,StoreC
2024-01-20,Chair,Furniture,38,150,Pune,StoreB
2024-09-15,Monitor,Electronics,25,800,Pune,StoreD
2024-01-24,Notebook,Stationery,21,20,Lucknow,StoreA
2024-10-21,Pencil,Stationery,47,5,Mumbai,StoreA
2024-02-25,Pen,Stationery,6,15,Pune,StoreB
2024-04-04,Printer,Electronics,20,1200,Hyderabad,StoreE
2024-02-10,Chair,Furniture,19,150,Delhi,StoreD
2024-05-22,Mouse,Electronics,13,400,Kolkata,StoreB
2025-02-28,Chair,Furniture,38,150,Ahmedabad,StoreC
2025-07-02,Keyboard,Electronics,13,80,Jaipur,StoreD
2025-02-27,Printer,Electronics,39,1200,Mumbai,StoreA
2024-10-27,Notebook,Stationery,19,20,Lucknow,StoreC
2024-06-09,Monitor,Electronics,1,800,Ahmedabad,StoreD
2024-09-08,Pencil,Stationery,20,5,Bangalore,StoreE
2025-06-06,Chair,Furniture,1,150,Delhi,StoreE
2024-12-07,Table,Furniture,51,300,Kolkata,StoreA
2025-05-18,Pen,Stationery,10,15,Lucknow,StoreA
2025-03-07,Desk,Furniture,18,500,Mumbai,StoreC
2024-10-14,Mouse,Electronics,7,400,Pune,StoreA
2025-09-28,Printer,Electronics,34,1200,Bangalore,StoreA
2025-09-29,Keyboard,Electronics,49,80,Pune,StoreD
2024-06-29,Pen,Stationery,8,15,Ahmedabad,StoreE
2025-01-31,Pencil,Stationery,1,5,Delhi,StoreD
2024-08-29,Keyboard,Electronics,9,80,Hyderabad,StoreE
2025-08-21,Notebook,Stationery,19,20,Mumbai,StoreE
2024-05-17,Notebook,Stationery,20,20,Hyderabad,StoreE
2025-04-05,Pen,Stationery,16,15,Hyderabad,StoreE
2024-04-01,Pencil,Stationery,8,5,Bangalore,StoreB
2025-03-04,Printer,Electronics,54,1200,Bangalore,StoreA
2025-06-03,Chair,Furniture,13,150,Kolkata,StoreC
2024-03-15,Monitor,Electronics,36,800,Bangalore,StoreB
2025-12-20,Chair,Furniture,33,150,Chennai,StoreD
2025-04-28,Pen,Stationery,11,15,Delhi,StoreD
2025-05-22,Notebook,Stationery,21,20,Bangalore,StoreD
2024-09-03,Laptop,Electronics,30,450,Jaipur,StoreA
2025-09-02,Notebook,Stationery,30,20,Delhi,StoreD
2025-11-28,Chair,Furniture,28,150,Delhi,StoreC
2025-06-19,Notebook,Stationery,21,20,Mumbai,StoreE
2024-05-05,Keyboard,Electronics,38,80,Pune,StoreC
2025-10-04,Table,Furniture,1,300,Kolkata,StoreA
2025-01-06,Pencil,Stationery,38,5,Hyderabad,StoreD
2024-06-08,Monitor,Electronics,25,800,Lucknow,StoreA
2025-11-07,Printer,Electronics,16,1200,Delhi,StoreA
2024-07-31,Pen,Stationery,12,15,Ahmedabad,StoreD
2025-02-27,Pencil,Stationery,24,5,Jaipur,StoreE
2025-12-02,Printer,Electronics,56,1200,Mumbai,StoreA
2025-07-06,Laptop,Electronics,40,450,Jaipur,StoreD
2024-08-03,Desk,Furniture,44,500,Bangalore,StoreE
2025-12-27,Desk,Furniture,28,500,Chennai,StoreE
2024-08-23,Mouse,Electronics,5,400,Bangalore,StoreB
2024-04-20,Keyboard,Electronics,7,80,Delhi,StoreC
2024-11-26,Keyboard,Electronics,20,80,Jaipur,StoreA
2025-09-03,Monitor,Electronics,11,800,Ahmedabad,StoreE
2025-05-22,Mouse,Electronics,9,400,Hyderabad,StoreA
2024-10-28,Pencil,Stationery,42,5,Pune,StoreA
2025-05-10,Mouse,Electronics,40,400,Ahmedabad,StoreB
2025-08-26,Pencil,Stationery,28,5,Bangalore,StoreD
2025-03-17,Mouse,Electronics,5,400,Lucknow,StoreA
2025-09-25,Chair,Furniture,31,150,Delhi,StoreB
2024-09-13,Monitor,Electronics,37,800,Chennai,StoreA
2024-06-10,Keyboard,Electronics,12,80,Ahmedabad,StoreA
2024-12-13,Chair,Furniture,1,150,Pune,StoreC
2024-11-24,Mouse,Electronics,39,400,Ahmedabad,StoreB
2025-09-13,Pen,Stationery,1,15,Pune,StoreD
2024-05-18,Desk,Furniture,24,500,Chennai,StoreE
2025-06-23,Notebook,Stationery,50,20,Jaipur,StoreE
2024-03-02,Chair,Furniture,12,150,Ahmedabad,StoreA
2025-06-06,Desk,Furniture,52,500,Chennai,StoreD
2024-11-01,Desk,Furniture,23,500,Lucknow,StoreA
2024-01-15,Keyboard,Electronics,8,80,Hyderabad,StoreC
2024-12-28,Pen,Stationery,19,15,Hyderabad,StoreE
2025-05-10,Mouse,Electronics,35,400,Pune,StoreC
2024-12-27,Pen,Stationery,18,15,Kolkata,StoreC
2025-01-08,Chair,Furniture,55,150,Ahmedabad,StoreB
2024-06-28,Chair,Furniture,22,150,Hyderabad,StoreD
2025-02-25,Printer,Electronics,13,1200,Ahmedabad,StoreB
2024-09-21,Printer,Electronics,42,1200,Kolkata,StoreC
2024-05-26,Desk,Furniture,15,500,Hyderabad,StoreB
2024-09-05,Laptop,Electronics,46,450,Pune,StoreE
2024-05-03,Pencil,Stationery,38,5,Bangalore,StoreB
2025-11-19,Monitor,Electronics,40,800,Hyderabad,StoreB
2024-03-08,Table,Furniture,6,300,Mumbai,StoreB
2024-09-10,Chair,Furniture,28,150,Bangalore,StoreA
2025-07-21,Mouse,Electronics,36,400,Ahmedabad,StoreD
2025-03-24,Pencil,Stationery,41,5,Mumbai,StoreA
2025-05-17,Desk,Furniture,4,500,Kolkata,StoreE
2024-11-19,Keyboard,Electronics,20,80,Hyderabad,StoreD
2024-08-25,Keyboard,Electronics,21,80,Pune,StoreC
2025-09-14,Notebook,Stationery,34,20,Lucknow,StoreD
2024-06-15,Printer,Electronics,28,1200,Delhi,StoreA
2025-02-20,Desk,Furniture,9,500,Delhi,StoreA
2024-06-26,Mouse,Electronics,1,400,Mumbai,StoreB
2024-07-04,Keyboard,Electronics,48,80,Bangalore,StoreB
2025-01-25,Keyboard,Electronics,51,80,Pune,StoreB
2024-07-03,Desk,Furniture,53,500,Pune,StoreA
2025-05-13,Mouse,Electronics,31,400,Lucknow,StoreA
2025-08-30,Notebook,Stationery,15,20,Kolkata,StoreA
2025-04-10,Desk,Furniture,33,500,Kolkata,StoreE
2024-10-16,Table,Furniture,1,300,Bangalore,StoreA
2025-10-02,Table,Furniture,20,300,Chennai,StoreC
2024-10-19,Monitor,Electronics,29,800,Delhi,StoreC
2025-09-23,Keyboard,Electronics,19,80,Lucknow,StoreA
2024-06-12,Laptop,Electronics,14,450,Lucknow,StoreD
2024-02-11,Printer,Electronics,52,1200,Pune,StoreD
2024-11-05,Table,Furniture,37,300,Kolkata,StoreB
2024-07-21,Keyboard,Electronics,52,80,Kolkata,StoreB
2025-07-23,Desk,Furniture,1,500,Bangalore,StoreB
2025-11-15,Pen,Stationery,50,15,Pune,StoreC
2025-02-25,Chair,Furniture,24,150,Hyderabad,StoreC
2024-03-15,Laptop,Electronics,11,450,Ahmedabad,StoreA
2024-12-09,Laptop,Electronics,46,450,Pune,StoreA
2025-07-22,Monitor,Electronics,32,800,Delhi,StoreB
2025-09-11,Keyboard,Electronics,38,80,Kolkata,StoreD
2025-01-31,Printer,Electronics,3,1200,Hyderabad,StoreA
2025-07-07,Pen,Stationery,37,15,Mumbai,StoreD
2024-02-23,Mouse,Electronics,22,400,Kolkata,StoreC
2025-03-26,Monitor,Electronics,40,800,Bangalore,StoreC
2025-10-06,Keyboard,Electronics,8,80,Chennai,StoreE
2025-02-20,Printer,Electronics,34,1200,Kolkata,StoreD
2024-06-30,Chair,Furniture,26,150,Kolkata,StoreA
2024-03-09,Chair,Furniture,3,150,Delhi,StoreA
2025-03-01,Notebook,Stationery,7,20,Hyderabad,StoreC
2025-10-25,Monitor,Electronics,51,800,Kolkata,StoreE
2024-06-21,Pen,Stationery,57,15,Jaipur,StoreD
2024-08-22,Notebook,Stationery,33,20,Bangalore,StoreB
2024-08-08,Pen,Stationery,14,15,Kolkata,StoreE
2025-08-11,Chair,Furniture,15,150,Hyderabad,StoreC
2025-01-01,Notebook,Stationery,28,20,Kolkata,StoreE
2024-03-21,Mouse,Electronics,12,400,Hyderabad,StoreC
2025-09-18,Notebook,Stationery,12,20,Chennai,StoreD
2024-06-04,Chair,Furniture,15,150,Chennai,StoreD
2024-07-14,Keyboard,Electronics,22,80,Chennai,StoreA
2025-12-23,Mouse,Electronics,46,400,Bangalore,StoreD
2024-08-12,Printer,Electronics,52,1200,Ahmedabad,StoreE
2024-09-28,Printer,Electronics,28,1200,Delhi,StoreD
2025-08-17,Pen,Stationery,21,15,Jaipur,StoreB
2024-02-06,Laptop,Electronics,29,450,Jaipur,StoreC
2024-10-24,Printer,Electronics,45,1200,Delhi,StoreC
2025-04-18,Chair,Furniture,30,150,Hyderabad,StoreB
2024-06-06,Pencil,Stationery,23,5,Ahmedabad,StoreB
2024-06-14,Pencil,Stationery,47,5,Pune,StoreD
2024-07-15,Laptop,Electronics,21,450,Mumbai,StoreA
2024-06-12,Printer,Electronics,27,1200,Lucknow,StoreB
2025-05-05,Mouse,Electronics,33,400,Delhi,StoreC
2024-11-13,Mouse,Electronics,17,400,Jaipur,StoreA
2025-05-01,Monitor,Electronics,23,800,Delhi,StoreA
2024-06-09,Mouse,Electronics,41,400,Hyderabad,StoreE
2024-11-18,Laptop,Electronics,34,450,Bangalore,StoreA
2025-05-21,Printer,Electronics,9,1200,Ahmedabad,StoreA
2024-06-20,Desk,Furniture,28,500,Lucknow,StoreB
2025-09-24,Monitor,Electronics,23,800,Kolkata,StoreB
2024-08-31,Monitor,Electronics,58,800,Pune,StoreC
2024-06-29,Notebook,Stationery,46,20,Lucknow,StoreB
2025-08-31,Printer,Electronics,16,1200,Mumbai,StoreA
2025-06-03,Chair,Furniture,26,150,Mumbai,StoreD
2025-05-24,Pen,Stationery,1,15,Hyderabad,StoreB
2025-07-29,Pen,Stationery,33,15,Hyderabad,StoreC
2025-01-09,Laptop,Electronics,52,450,Hyderabad,StoreA
2024-12-12,Table,Furniture,46,300,Bangalore,StoreA
2024-12-20,Notebook,Stationery,47,20,Ahmedabad,StoreE
2024-04-23,Mouse,Electronics,21,400,Kolkata,StoreC
2024-08-12,Notebook,Stationery,47,20,Ahmedabad,StoreD
2025-07-05,Chair,Furniture,39,150,Delhi,StoreE
2024-07-17,Laptop,Electronics,18,450,Jaipur,StoreC
2025-09-08,Chair,Furniture,39,150,Delhi,StoreA
2025-08-16,Pen,Stationery,18,15,Chennai,StoreB
2024-11-13,Notebook,Stationery,14,20,Jaipur,StoreC
2024-11-23,Keyboard,Electronics,37,80,Kolkata,StoreE
2025-07-01,Laptop,Electronics,55,450,Hyderabad,StoreC
2025-10-11,Keyboard,Electronics,16,80,Hyderabad,StoreB
2024-12-01,Desk,Furniture,19,500,Pune,StoreA
2024-08-03,Printer,Electronics,19,1200,Hyderabad,StoreD
2025-06-26,Pen,Stationery,25,15,Kolkata,StoreE
2024-11-14,Laptop,Electronics,33,450,Jaipur,StoreC
2024-08-21,Monitor,Electronics,34,800,Kolkata,StoreD
2025-01-17,Pencil,Stationery,24,5,Lucknow,StoreC
2024-04-26,Chair,Furniture,24,150,Chennai,StoreA
2025-11-14,Mouse,Electronics,45,400,Pune,StoreA
2025-01-23,Notebook,Stationery,24,20,Jaipur,StoreB
2024-12-01,Pen,Stationery,17,15,Jaipur,StoreC
2024-02-17,Printer,Electronics,42,1200,Ahmedabad,StoreE
2025-02-13,Notebook,Stationery,12,20,Hyderabad,StoreA
2025-12-13,Pencil,Stationery,40,5,Chennai,StoreD
2024-04-02,Keyboard,Electronics,22,80,Chennai,StoreB
2024-05-18,Monitor,Electronics,43,800,Mumbai,StoreA
2025-07-26,Monitor,Electronics,5,800,Pune,StoreD
2024-07-16,Monitor,Electronics,18,800,Jaipur,StoreD
2025-05-31,Mouse,Electronics,10,400,Kolkata,StoreB
2025-08-03,Pen,Stationery,40,15,Chennai,StoreE
2024-03-27,Keyboard,Electronics,8,80,Mumbai,StoreE
2025-08-10,Pen,Stationery,18,15,Bangalore,StoreD
2024-07-09,Printer,Electronics,47,1200,Bangalore,StoreA
2025-03-04,Pen,Stationery,43,15,Chennai,StoreD
2025-06-27,Laptop,Electronics,36,450,Delhi,StoreC
2025-02-02,Pen,Stationery,9,15,Ahmedabad,StoreC
2025-09-09,Desk,Furniture,18,500,Mumbai,StoreC
2024-05-18,Printer,Electronics,47,1200,Chennai,StoreC
2025-09-22,Chair,Furniture,24,150,Lucknow,StoreE
2024-07-14,Pencil,Stationery,8,5,Lucknow,StoreE
2025-06-22,Pencil,Stationery,46,5,Bangalore,StoreC
2025-09-28,Laptop,Electronics,46,450,Delhi,StoreE
2025-08-24,Mouse,Electronics,55,400,Kolkata,StoreD
2025-02-17,Mouse,Electronics,38,400,Mumbai,StoreB
2025-03-24,Pencil,Stationery,34,5,Delhi,StoreE
2025-11-25,Monitor,Electronics,10,800,Lucknow,StoreB
2025-12-06,Laptop,Electronics,34,450,Kolkata,StoreE
2025-02-13,Pencil,Stationery,34,5,Kolkata,StoreB
2025-01-18,Table,Furniture,42,300,Lucknow,StoreD
2025-10-06,Laptop,Electronics,8,450,Hyderabad,StoreB
2024-12-23,Notebook,Stationery,55,20,Kolkata,StoreD
2025-08-09,Pen,Stationery,2,15,Delhi,StoreD
2025-09-19,Notebook,Stationery,53,20,Lucknow,StoreC
2025-11-08,Notebook,Stationery,12,20,Jaipur,StoreA
2024-08-20,Laptop,Electronics,58,450,Bangalore,StoreC
2024-10-15,Table,Furniture,14,300,Delhi,StoreE
2024-11-21,Mouse,Electronics,8,400,Bangalore,StoreD
2025-11-02,Printer,Electronics,59,1200,Kolkata,StoreD
2025-08-05,Mouse,Electronics,50,400,Jaipur,StoreE
2025-04-18,Desk,Furniture,39,500,Lucknow,StoreA
2025-08-27,Monitor,Electronics,4,800,Chennai,StoreA
2024-12-16,Laptop,Electronics,57,450,Kolkata,StoreE
2025-03-13,Notebook,Stationery,35,20,Ahmedabad,StoreE
2025-05-16,Keyboard,Electronics,37,80,Bangalore,StoreB
2025-05-09,Chair,Furniture,1,150,Hyderabad,StoreA
2024-11-18,Desk,Furniture,58,500,Ahmedabad,StoreB
2025-11-18,Pencil,Stationery,15,5,Ahmedabad,StoreA
2024-12-30,Printer,Electronics,1,1200,Mumbai,StoreC
2024-10-30,Monitor,Electronics,3,800,Mumbai,StoreC
2025-01-30,Printer,Electronics,2,1200,Delhi,StoreB